id,sentiment,textart,text,sentiment_gs
Bild_Twitter_Offline_11,0,Zeitungsartikel Offline, bund jusochef fantasiert von überwindung des kapitalismus spdkühnert will bmw enteignen spdkühnert traumt vom veb bmw pet die umstrittenen äußerungen von kevin kühnert  spd berlin  auferstanden aus ruinen  jahre nach dem untergang der ddr träumt die spd wieder vom sozialismus konkret jusochef kevin kühnert  nennt im zeitinterview sein ziel  die überwindung des kapitalismus kühnert will nichts weniger als die vergesellschaftung deutscher konzerne wie bmw stofsrichtung ohne kollektivierung ist eine überwindung des lektivierung kapitalismus nicht denkbar heißst enteignung der berliner ist in der spdspitze zusammen mit mecklenburgs regierungschefin schwesig zuständig für das neue sozialstaatskonzept in der zeit gibts einen vorgeschmack ihm sei weniger wichtig ob am ende auf dem klingelschild von bmw staatlicher automobilbetrieb steht oder genossenschaftlicher automobilbetrieb entscheidend sei dass die verteilung der profite demokratisch kontrolliert werde kühnert das schließt aus dass es einen kapitalistischen eigentümer dieses betriebes gibt die frage sei warum es wenige menschen geben soll denen bmw exklusiv gehört und die das weitgehend alleinige recht haben über gewinne zu verfügen was kühnert ohne berufs oder studienabschluss übersieht bmw ist schon im kollektivbesitz  als aktiengesellschaft bmw selbst lehnte eine stellungnahme gestern ab verkehrsminister andreas scheuer  csu zu bild zum glück haben wir den sozialismus überwunden kühnerts thesen zeigten das rückwärtsgewandte und verschrobene retroweltbild eines verirrten fantasten fdpgeneralsekretärin linda teuteberg  sprach von sozialistischen auswüchsen die spd muss dringend ihr verhältnis zum eigentum klären kühnert solle das godesberger parteiprogramm statt karl marx lesen der spdhaushaltsexperte johannes kahrs  twitterte am abend was für ein grober unfug was hat der geraucht legal kann es nicht gewesen sein bild foto uwe steinert  imago bild linker träumer jusochef kevin kühnert setzt auf sozialismus bild ddrabkürzung für volkseigener bild d  betrieb bld foto uwe koch public ad,-1
Bild_Twitter_Online_17,-1,Zeitungsartikel Online,mehr als  tote die ziele der osteranschläge von sri lanka minister habe überall leichenteile gesehen kirchen und luxushotels angegriffen attentäter schlugen an sechs orten gleichzeitig zu zwei weitere explosionen nach erster angriffsserie sieben verdächtige festgenommen videoclipterroranschlagterrorgegenkirchenundluxushotelsinsrilankareutersbildmobilehtml quelle bildreutersap  min    uhr die bomben detonierten in überfüllten kirchen während der ostermesse und in luxushotels während der hochsaison colombo sri lanka  bombenterror am ostersonntag auf sri lanka mehr als  menschen starben bei anschlägen auf mehrere hotels und kirchen auf der insel im indischen ozean mindestens  menschen wurden zudem zum teil schwer verletzt die meisten anschläge wurden in der hauptstadt ausgeführt alleine im größtem krankenhaus der stadt dem national hospital werden laut sprecher dr samindi samarakoon mehr als  menschen behandelt unter den toten seien bisher  ausländer identifiziert worden erklärten die behörden es handele sich um nach krankenhausangaben um usbürger briten und niederländer völlig zerstört die zerstörte stsebastianskirche nördlich von colombo foto chamila karunarathne  ap photo  dpa die portugiesische nachrichtenagentur lusa meldete ein portugiesisches opfer der englische mirror berichtet auch von japanischen opfern chinesische staatsmedien berichten von einem staatsbürger der bei den anschlägen starb nach angaben der türkischen nachrichtenagentur anadolou sollen unter den toten auch zwei türken sein unter schock verwandte eines anschlagsopfers trauern vor einer leichenhalle in colombo foto eranga jayawardena  dpa an den tatorten boten sich grausame bilder nach einem besuch an drei anschlagsorten erklärte wirtschaftsminister harsha de silva ich habe überall leichenteile verstreut gesehen die attentate zu denen sich zunächst niemand bekannte sind mit die schwersten seit dem ende des bürgerkrieges vor zehn jahren sieben verdächtige festgenommen die verantwortlichen für die anschlagsserie auf kirchen und hotels in sri lanka sind nach angaben des stellvertretenden verteidigungsministers ruwan wijewardene identifiziert worden er sprach bei einer pressekonferenz am sonntag von einem terroristischen vorfall und von feigen angriffen extremistischer gruppen sieben verdächtige wurden inzwischen festgenommen schwerbewaffnete einsatzkräfte verschaffen sich zugang zu einem haus foto ishara s kodikara  afp als reaktion auf die anschläge verhängte die polizei eine sofortige ausgangssperre sie solle bis auf weiteres gelten die nutzung von onlinenetzwerken wurde einstweilen untersagt explosionen in luxushotels die angreifer schlugen unter anderem in luxushotels zu hier gab es explosionen in mindestens drei gebäuden in der hauptstadt die decke zerstört kabel hängen in den raum das restaurant des luxushotels shangrila foto ishara s kodikara  afp im restaurant des shangrila colombo detonierte laut colombo telegraph zufolge ein sprengsatz fenster zersplitterten die decke wurde zum teil auf die straße gesprengt überall hängen kabel von den decken laut augenzeugen waren einsatzkräfte kurz nach der explosion vor ort brachten in weiße tücher gehüllte menschen aus dem gebäude auch im kingsbury hotel hier vor den anschlägen gab es explosionen foto universal images groupgetty images auch im kingsbury hotel und dem cinnamon grand colombo kam es zu angriffen aufnahmen lokaler fernsehsender zeigen deutliche schäden an den gebäuden nach der ersten anschlagsserie gab es zwei weitere explosion die erste in einem hotel nahe dem zoo der stadt die nachrichtenagentur afp berichtete von mindestens zwei toten dort die polizei meldete außerdem eine achte explosion sie traf eine wohngegend in einem vorort von colombo bei einem selbstmordanschlag sollen drei polizisten ums leben gekommen sein angreifer attackieren kirchen  menschen starben in einer kirche in katuwapitiya knapp  kilometer nördlich der hauptstadt dies teilte die polizei mit die leitung der st sebastian kirche veröffentlichte auf facebook bilder vom inneren des gotteshauses und bat die öffentlichkeit um hilfe die aufnahmen zeigten blut am boden und auf den kirchenbänken sowie das zerstörte kirchendach auch in der ostprovinz habe es einen angriff auf eine kirche gegeben berichteten medien bei dem anschlag in batticaloa seien  menschen ums leben gekommen einsatzkräfte in der zerstörten st antonius kirche in colombo foto getty images in colombo war im stadtteil kochcikade die st antonius kirche ziel eines attentats nach polizeiangaben waren bombenräumkommandos im einsatz man sei dabei die opfer in sicherheit zu bringen die hilfsbereitschaft in der bevölkerung ist groß berichtete einwohner usman ali gegenüber der bbc er war wie viele andere zum blutspenden in ein medizinzentrum gekommen alle hatten nur ein ziel den opfern zu helfen ganz egal welcher glaubensrichtung sie angehören overwhelming response at national blood centre its so overcrowded they cannot control the crowd currently they are sending back people who have come after taking down name contact and blood group dont rush there now go leisurely as the crowd subsides lka pictwittercomeavyyrkh  usman ali usmanalila april   reaktionen der politik frankwalter steinmeier zeigte sich tief betroffen fassungslos und voller entsetzen verfolge ich die schrecklichen nachrichten über die feigen terroranschläge in sri lanka bei denen so viele unschuldige menschen den tod fanden und viele mehr verletzt wurden erklärte er am ostersonntag in berlin besonders niederträchtig ist dass zahlreiche friedlich betende in gotteshäusern am ostersonntag ziel dieser hinterhältigen angriffe wurden auch bundesaußenminister heiko maas hat sich bestürzt über die serie von angriffen geäußert und sie aufs schärfste verurteilt die nachrichten aus sri lanka machen fassungslos wir sind in gedanken bei den angehörigen der opfer und hoffen mit den verletzten teilte er am sonntag mit die nachrichten aus srilanka machen fassungslos wir sind in gedanken bei den angehrigen der opfer und hoffen mit den verletzten am osterfest so viel hass zu erleben schmerzt ostern ist ein fest der liebe das uns lehrt hass unsererseits kann nie die lsung sein  heiko maas heikomaas april   ich verurteile die feigen attentate heute auf unsere bevölkerung schrieb sri lankas ministerpräsident wickremesinghe auf twitter er rief alle einwohner seines landes auf angesichts der tragödie einig und stark zu bleiben i strongly condemn the cowardly attacks on our people today i call upon all sri lankans during this tragic time to remain united and strong please avoid propagating unverified reports and speculation the government is taking immediate steps to contain this situation  ranil wickremesinghe rwunp april   die verbreitung von spekulationen und unbestätigten berichten müsse vermieden werden appellierte der regierungschef an die bevölkerung die regierung unternehme alle nötigen schritte fügte er hinzu und berief das nationale sicherheitskabinett zu einer sitzung ein gewalt gegen christen auf sri lanka die kirchenverwaltung nceasl die mehr als  kirchen und andere christliche organisationen in sri lanka vertritt hatte sich jüngst besorgt über vermehrte übergriffe geäußert im vergangenen jahr habe es  bekannte vorfälle von diskriminierung drohungen und gewalt gegen christen und ihre einrichtungen gegeben in diesem jahr seien es bislang  gewesen so hätten buddhistische mönche wiederholt versucht christliche gottesdienste zu stören nach statistischen daten von  sind unter den rund  millionen einwohnern sri lankas  prozent buddhisten gut zwölf prozent hindus knapp zehn prozent muslime und gut sieben prozent christen,-1
Bild_Twitter_Online_29,1,Zeitungsartikel Online,glückwünsche zur geburt söder schenkt baby sussex eine lederhose markus söder zeigt die tracht für das royale baby foto markussoedertwitter    uhr münchen  eine lederhose für baby sussex bayerns ministerpräsident markus söder  csu schenkt dem jüngsten spross der britischen königsfamilie eine bayerische tracht herzliche glückwünsche zur geburt des jüngsten enkels v prinz charles u herzogin camilla schrieb söder am dienstag auf twitter eine echte lederhose damit das bayerische lebensgefühl den kleinen v beginn an begleitet charles und camilla werden nach ihrem besuch in berlin an diesem donnerstag in münchen erwartet sie kommen als stolze großeltern am montag kam charles vierter enkel zur welt das erste kind von prinz harry und seiner frau herzogin meghan wird bislang noch baby sussex genannt und steht auf platz sieben der britischen thronfolge unser geschenk typisch bayrisch u steht sicherlich auch einem britischen thronfolger twitterte söder,1
Bild_Twitter_Online_35,-1,Zeitungsartikel Online,erdogan setzt wiederholung durch bürgermeister neuwahlen in istanbul sind verrat massive kritik aus europa der türkische präsident recep tayyip erdogan foto  ap photo  dpa artikel von sinan senyurt veröffentlicht am    uhr wahlhammer in der türkei die abstimmung über das bürgermeisteramt in istanbul muss wiederholt werden das entschied die türkische wahlkommission nach angaben der staatlichen nachrichtenagentur anadolu die wahl vom  märz ist damit annulliert grund die akp von türkeipräsident recep tayyip erdogan  hatte den urnengang angefochten und die wiederholung gefordert  wegen angeblichen wahlbetrugs ständig hatte der präsident diesen vorwurf wiederholt und massiv stimmung gemacht nun wurde diesem antrag stattgegeben erdogan und seine partei haben damit den wunsch nach neuwahlen in der millionenstadt durchgesetzt nach dem offiziellen ergebnis hatte die erdoganpartei in der metropole knapp verloren demnach gewann akpkontrahent ekrem imamoglu  die wahl mit einem vorsprung von   stimmen am  april war er zum bürgermeister der stadt gekürt worden seine partei die chp zeigte sich am montagabend alarmiert  berief eine krisensitzung ein imamoglu bezeichnet die entscheidung der türkischen wahlbehörde für eine wiederholung der bürgermeisterwahl in der millionenmetropole als verrat sie versuchen die wahl die wir gewonnen haben zurückzunehmen sagte imamoglu am montag vor tausenden anhängern in istanbul vielleicht seid ihr aufgebracht aber verliert nie eure hoffnung ekrem imamoglu feiert am  april mit anhängern den sieg über die erdoganpartei foto murad sezer  reuters in mehreren bezirken istanbuls standen die menschen an den fenstern und schlugen auf töpfe und pfannen  eine protestform die sich während der regierungskritischen geziproteste von  etabliert hatte wellenartig sei das blecherne klopfen zu hören gewesen zog von straße zu straße berichten augenzeugen chpvizechef onursal adigüzel erklärte nach der entscheidung das hat mit demokratie nichts zu tun die entscheidung der wähler mit den füßen zu treten und die justiz nicht anzuerkennen  das ist ein diktatorisches system hintergrund mehrere versuche der erdoganpartei die stimmen in ganz istanbul neu auszählen zu lassen waren gescheitert massive kritik auch aus europa die eu hat die zuständige wahlkommission dazu aufgerufen unverzüglich einblick in die gründe ihrer entscheidung zu gewähren die begründung für diese weitreichende entscheidung getroffen in einem höchst politisierten kontext sollte unverzüglich einer öffentlichen untersuchung zugänglich gemacht werden erklärten die euchefdiplomatin federica mogherini  und nachbarschaftskommissar johannes hahn  auch der europarat kritisiert die türkische wahlbehörde für ihre entscheidung generalsekretär thorbjorn jagland  erklärte die entscheidung des hohen wahlrates hat das potenzial das vertrauen der türkischen wähler in die wahlbehörden schwer zu beschädigen die notwendigen voraussetzungen für freie und faire wahlen müssten vor dem wahltag überprüft werden und nicht danach bundestagsvizepräsidentin claudia roth  das signal ist verheerend foto reuters die bundestagsvizepräsidentin claudia roth  äußerte sich empört die entscheidung der wahlkommission ist auch ergebnis massivsten drucks von ganz oben das signal ist verheerend gezielt scheinen präsident erdogan und seine akp all jene eines schlechteren belehren zu wollen die nach der kommunalwahl auf einen demokratischen wandel gehofft hatten offenbar solle nicht einmal mehr der anschein demokratischer verhältnisse aufrecht erhalten sondern vertrauen bewusst erschüttert werden fdpspitzenkandidatin nicola beer erdogan akzeptiert die niederlage nicht foto britta pedersen  dpa kritik kam auch von der linken und der fdpspitzenkandidatin für die europawahl nicola beer  sie schrieb auf twitter erdogan akzeptiert die niederlage nicht so ist die türkei kein partner mehr für die eu die linkenchefin katja kipping  schrieb auf twitter unglaublich erdogan lässt in istanbul neu wählen weil ihm das ergebnis nicht passt die bundesregierung sollte dem gewählten neuen bürgermeister imamoglu jetzt den rücken stärken istanbul hat große bedeutung für erdogan bei den kommunalwahlen am  märz hatte die akp neben der hauptstadt ankara touristenhochburg antalya und die fünftgrößte stadt adana verloren doch besonders die niederlage in istanbul ärgerte erdogan erdogan selbst hatte  als chef der stadtregierung am bosporus seinen aufstieg an die staatsspitze begonnen hier gab die partei lange den ton an wer istanbul beherrscht beherrscht die türkei ist erdogans motto mit dem er auch wahlkampf machte in den vergangenen tagen hatte erdogan immer wieder neuwahlen gefordert meine bevölkerung sagt mir dass wir neu wählen müssen in istanbul es sind krumme sachen passiert sagte er auf einer veranstaltung angeblich habe seine akp drei koffer mit beweisen für die behauptete wahlfälschung übergeben worin genau die manipulation bestanden haben soll wurde bislang nicht im detail bekannt,-1
Bild_Twitter_Online_45,-1,Zeitungsartikel Online,bundesratsinitiative länder fordern verbot von homoheilung die regenbogenfahne ist das symbol der lgbtcommunity foto wolfgang kumm  afp artikel von roman scheck veröffentlicht am    uhr seit über zehn jahren kämpfen aktivisten in deutschland für ein verbot sogenannter konversionsverfahren homoheilung am freitag wurde nun eine bundesratsinitiative zum entsprechenden verbot in den bundestag eingebracht gleich mehrere bundesländer hessen berlin bremen saarland schleswigholstein brandenburg und rheinlandpfalz setzen sich für ein solches verbot ein wie der mdr berichtete kommen auch aus sachsenanhalt und thüringen positive signale einzig sachsen will erst den konkreten entwurf abwarten konversionsverfahren sind pseudotherapien die schwule und lesben auf wundersame weise zu heterosexuellen machen sollen evangelikale organisationen wunderheiler und sogar einige ärzte behaupten bis heute homosexualität sei eine krankheit die geheilt werden müsse strafen für anbieter und schadenersatz für betroffene in dem vorgestellten antrag sollen neben einem verbot auch strafen für anbieter solcher unwirksamen pseudotherapien sowie schadenersatzansprüche für betroffene geprüft werden gleichzeitig soll erreicht werden dass homoheiler zukünftig keine öffentlichen gelder oder medizinische vergütungen mehr bekommen der vorstoß wird nun zunächst in den ausschüssen der länderkammer beraten hessens sozialminister kai klose  grüne setzt sich für ein verbot von homoheilung in deutschland ein foto arne dedert  dpa in keiner weise behandlungsbedürftig homo oder transsexualität seien weder krankheiten noch eine störung und deshalb in keiner weise behandlungsbedürftig erklärte hessens sozialminister kai klose  grüne außerdem gebe es keine wissenschaftliche basis für derartige behandlungen problematisch ist dass die menschen überhaupt auf die idee kommen sie müssten ihre identität ändern weil sie glauben nicht normal oder gar krank zu sein so klose wir fordern die bundesregierung auf diesen menschengefährdenden angeboten ein ende zu setzen denn zur menschenwürde gehöre das recht auf freie sexuelle orientierung und geschlechtliche identität daher müsse fragwürdigen und menschengefährdenden therapieangeboten die grundlage entzogen werden weiter wortmeldungen gab es in dieser debatte keine die vorlage wurde jetzt in den gesundheitsausschuss überwiesen auch der auschuss für kulturfragen der ausschuss für frauen und jugend und der rechtsausschuss befassen sich ab sofort mit dem thema bayern zeigt sich aufgeschlossen überraschend könnte nun auch bayern dem vorhaben zustimmen am donnerstag wurde ein antrag der grünen mit deutlicher mehrheit angenommen die csu gab damit ihre wochenlange blockadehaltung im sozialausschuss auf tessa ganserer  queerpolitische sprecherin der grünen im bayerischen landtag erklärte dazu auf twitter wir haben heute die staatsregierung gezwungen nicht länger tatenlos wegzusehen und ihren bisherigen widerstand gegen ein verbot aufzugeben voller erfolg wir haben heute die staatsregierung gezwungen nicht lnger tatenlos wegzusehen und ihren bisherigen widerstand gegen ein verbot aufzugeben mein antrag wurde in genderter fassung angenommen homobrauchtkeineheilung transbrauchtkeineheilung pictwittercomyavfaxalv  tessa ganserer gansgruen april   die staatsregierung in bayern wird aufgefordert die prüfung eines verbots zu verfolgen ursprünglich hieß es im antrag noch bayern solle sich für ein verbot einsetzen bundesgesundheitsminister jens spahn  cdu hatte am mittwoch eine köpfige fachkommission zum thema eingesetzt bild berichtete lgbtlgbtplandes gesundheitsministerskommissionzumverbotvonhomoheilungbildmobilehtml  die experten sollen bis zum herbst vorschläge für ein wirksames verbot für homoheiler erarbeiten ein verbot in deutschland könnte damit noch in diesem jahr kommen bereits am dienstag übergab ein bündnis von lgbtaktivisten unter dem kampagnennamen homobrauchtkeineheilung mehr als   unterschriften für ein verbot von homoheiler an das bundesgesundheitsministerium in der fachwelt werden konversionsverfahren abgelehnt der weltärztebund nennt sie eine ernsthafte bedrohung für die gesundheit und die menschenrechte mehr lgbtqnews gibts auf facebook  jetzt queer bild folgen,0
Fehr_Facebook_100,1,Facebook-Post, jahre juv das amt für justizvollzug des kantons zürich feiert und blickt stolz auf zwei jahrzehnte zurück in denen zürich den schweizer strafvollzug weitgehend neu erfunden hat herzliche gratulation unsere profis wissen für  prozent der strafgefangenen öffnet sich früher oder später die gefängnistür sie werden wieder unsere nachbarn deshalb ist der zentrale auftrag des justizvollzugs die wiedereingliederung also die vorbereitung der strafgefangenen auf ein deliktfreies leben damit sie zu besseren nachbarn werden meine festrede httpsbitlyhfwih,1
Fehr_Facebook_33,-1,Facebook-Post,schöne neue seidenstrasse willkommen in der welt der zukunft ein bisschen menschenrechtsdialog wirdäs dann schon richten  wenn china dann grad zeit hat ja man kann in zynismus verfallen aber vielleicht sollten wir uns besser nochmals ein paar grundsätzliche berlegungen zu unserer aussenwirtschaftspolitik machen,-1
Fehr_Facebook_52,0,Facebook-Post,einmal im jahr ziehen unsere jugendanwältinnen und jugendanwälte fazit die aktuellen zahlen zeigen einen leichten anstieg der jugendkriminalität die zahl der gewaltdelikte liegt aber immer noch massiv unter dem höhepunkt aus dem jahr  und die meisten beschuldigten sieht die jugendanwaltschaft nach einem delikt nie mehr das zeigt wie gut die arbeit der jugendanwaltschaft  eine kombination aus sanktionen und hilfsangeboten  wirkt,0
Fehr_Facebook_72,0,Facebook-Post,die besten argumente gegen die angstmacherei pflichtlektüre für die politik im kanton zürich vor allem für die kommunalen behörden die als trägerorganisationen für die kesb verantwortlich sind,-1
Fehr_Facebook_80,0,Facebook-Post,wie viel mehr politischer fortschritt wäre möglich wenn die grünliberale partei erkennen würde dass nur eine soziale schweiz auch eine offene liberale fortschrittliche schweiz bleibt,0
Fehr_Facebook_89,-1,Facebook-Post,sp calling ü mit cline widmer bei der schlussmobilisierung die wahlbeteiligung ist nach wie vor tief deshalb spätestens morgen mit couvert zum briefkasten und für spätentschlossene an die urne liste  und mario fehr jacqueline fehr martin neukom und walter angst in den rr  rrwahl krwahl,0
Fehr_Facebook_99,1,Facebook-Post,ab heute erhältlich sonderheft justizvollzug httpsbitlytbgnhx zum  jahrjubiläum des amts für justizvollzug des kanton zürich gibt einblick in die vielfältige arbeit der profis danke allen journalistinnen und fachleuten für ihre kritischen und kompetenten beiträge mit dem blick hinter die kulissen resp hinter die mauern möchten wir zeigen wie wir arbeiten und welche fragen wir in zukunft zu beantworten haben kernauftrag bleibt die wiedereingliederung denn für  prozent der strafgefangenen öffnet sich früher oder später die gefängnistür sie werden wieder zu unseren nachbarn der zürcher justizvollzug leistet einen wesentlichen beitrag damit sie zu besseren nachbarn werden,1
Fehr_tweet_107,1,Tweet,mbinswanger natasjasommer judithwittwer tagesanzeiger ja und er wird ja dann auch von seiner frau getröstet wenn ihm jetemy eins auf die nase haut und ja er geht mit grünen schuhen zum einkaufen und sein neuer lippenstift ist plötzlich so versöhnlich,-1
Fehr_tweet_115,0,Tweet,fussballverband verfügt stadionverbot wegen sexistischer transparente wie es akanjisarah gefordert hat eine erste richtige massnahme fcwinti sfvasf,0
Fehr_tweet_116,1,Tweet,interessante fakten statistikzh kantonzuerich,0
Fehr_tweet_31,0,Tweet,hier hat zürich vorwärts gemacht gv von queer altern  eine organisation die zeigt dass eine vielfältige gesellschaft eine freiere gesellschaft ist meine grussworte jizh marcodenoth rrwahl regenbogen,1
Fehr_tweet_37,0,Tweet,weltweite solidarität mit den opfern von christchurch wir gedenken der opfer und zeigen uns solidarisch mit den muslimischen gemeinschaften das schreckliche ereignis zeigt wir müssen den schutz für alle verletzlichen gruppen ausbauen via srfnews,-1
Fehr_tweet_70,1,Tweet,interessante headline für ein gesetz das markante erleichterungen für bringt in ihrem communiqu hält die zh regierung fest dass sie einbürgerungen als stärkung der demokratie sieht hier der wortlaut,0
Fehr_tweet_82,1,Tweet,ich freue mich sehr dass ich für weitere vier jahre der direktion der justiz und des innern vorstehen darf  zürich macht vorwärts daran will ich weiterarbeiten zusammen mit den rund  mitarbeitenden die jeden tag tolle arbeit leisten jizh fürschi kantonzuerich,1
Fehr_tweet_96,0,Tweet,regierungsrat verabschiedet eine koordinierte strategie zur umsetzung der nationalen integrationsagenda damit sollen vorläufig aufgenommene personen amp flüchtlinge rascher in die arbeitswelt amp besser in die hiesige gesellschaft integriert werden rrzh,0
Fehr_tweet_98,1,Tweet,schlechtes foto  super liste herzliche gratulation allen nominierten spzuerich wahlen,1
Heute_Facebook_Online_43,-1,Zeitungsartikel Online,strache lässt weiter oen ob er eumandat antritt in einem posting auf facebook äußert sich strache zu den vielen vorzugsstimmen die er bei der euwahl erhalten hat ob er das mandat annimmt lässt er weiterhin im unklaren exfpöchef heinzchristian strache  ein aus i der durch das ibizavideo schwer beschädigte exfpövizekanzler heinzchristian strache will sich weiterhin nicht festlegen ob er fehler gesehen sein eumandat annimmt in einem facebookposting nahm er am donnerstagabend dazu stellung äußerte aber nicht ob er sein eu mandat annehmen werde strache war trotz seines rücktritts weiterhin auf platz  der fpöwahlliste fürs euparlament gestanden durch eine sensationelle anzahl von  vorzugsstimmen hätte er anspruch auf ein eumandat er bedankte sich bei seinen wählern für das vertrauen das auch nicht durch politische attentate gemeint ist der ibizaskandal erschüttert worden sei strache lässt offen ob er das mandat annimmt ich werde mir nun auch die zeit nehmen mit meiner frau meiner familie und meinen engsten begleitern über meine politische zukunft nachzudenken schrieb er bereits einmal annahme erklärt bereits einmal hatte er auf facebook verkündet er werde ins euparlament einziehen das entsprechende posting nachher aber gelöscht für die fpö wäre strache im euparlament eher eine politische belastung die andere sehr erfolgreichen rechtspopulisten matteo salvini lega und marine le pen rn haben sich nach dem ibizavideo von strache distanziert der bisherige fpöklubchef walter rosenkranz hatte in einem interview mit zib moderator armin wolf gesagt ob strache das mandat annehme sei seine persönliche entscheidung er verlasse sich aber darauf dass strache der partei nicht schaden werde,0
Heute_Facebook_Online_5,1,Zeitungsartikel Online,beate meinlreisinger freut sich über nachwuchs beate meinlreisinger ist jetzt dreifachmama die neoschefin hat am  märz ihr drittes kind zur welt gebracht ein aus i das dritte kind von neoschefin beate meinlreisinger erblickte am sonntag  um  uhr das licht der welt das gab dieim fehler gesehen jährige am montag auf ihrer facebookseite bekannt das mädchen ist demnach  zentimeter groß und wiegt  gramm wie die glückliche mama stolz verkündet beate meinlreisinger hat mit ihrem mann bereits zwei kleine töchter die klubchefin hatte die nachfolge von matthias strolz angetreten als dieser im mai  völlig überraschend seinen rückzug aus der politik angekündigt hatte schon bei bekanntgabe der schwangerschaft im herbst hat die parteichefin angekündigt sich im april eine einmonatige babyauszeit nehmen zu wollen ihr ehemann geht anschließend in karenz mein mann und ich sind überglücklich und freuen uns sehr über unser drittes mädchen schreibt meinlreisinger auch auf twitter auch der bundeskanzler gratuliert,1
Heute_Facebook_Online_53,0,Zeitungsartikel Online,so verabschiedet sich kickl aus dem amt in einer stellungnahme zum abschied aus dem innenministerium bedankt sich herbert kickl bei seinem kabinett und seiner familie ein aus i im fehler gesehen herbert kickl fpö ist schon bald nicht mehr innenminister bundeskanzler sebastian kurz övp hat bundespräsident alexander van der bellen die entlassung des fpömanns vorgeschlagen er wird dem wunsch entsprechen kickls letzte amtshandlungen werden wohl keinen bestand haben er versuchte noch seinen generalsekretär peter goldgruber zum generaldirektor für öffentliche sicherheit zu machen van der bellen wird diese berufung aber nicht unterschreiben goldgruber geht somit zusammen mit exminister kickl  euro für asylwerber inread invented by teads außerdem hat er am dienstag eine verordnung zum umstrittenen stundenlohn für gemeinnützige tätigkeiten von asylwerbern erlassen er soll auf  euro gesenkt werden die maßnahme dürfte von seinem ersatz der schon am mittwoch bestellt werden könnte wieder rückgängig gemacht werden auf facebook postete kickl schließlich eine verabschiedung von seinem posten ich danke meinem großartigen team im kabinett und generalsekretariat und den mitarbeiterinnen und mitarbeitern auf allen ebenen die mit mir gemeinsam diesen steinigen weg gegangen sind von ganzem herzen löse das tresorcoderätsel fort knox erobern und goldbarren gewinnen,0
