id,textart,text,sentiment_gs,cleaned_text,sentiment_nb,sentiment_svm
Strache_Facebook_254,Facebook-Post,Die Pressestatements nach dem Ministerrat mit Bundeskanzler Sebastian Kurz Vizekanzler HC Strache Bundesministerin Elisabeth Köstinger und Bundesminister Norbert Hofer.,0,pressestatements ministerrat bundeskanzl sebastian kurz vizekanzl hc strach bundesministerin elisabeth kösting bundesminister norberen hof,0,1
Lindner_Facebook_144,Facebook-Post,Der Bund hat 2018 einen berschuss von 11 2 Milliarden Euro erzielt. Das ist Geld das den Menschen abgenommen wurde ohne dass eine Leistung dafür erbracht wurde. Im Geschäftsleben gibt man das zurück. Das sollte der Staat auch tun. Das wären 125 Euro für jeden und würde die Kaufkraft ankurbeln! Diese Idee und andere im Interview mit der BAMS! TL,0,bund berschuß milliarden euro erzalten geld mensch abnehmen leistung dafür erbrachen geschäftsleben geben zurück sollen Staat euro jed kaufkraft ankurbeln idee interview bam tl,-1,1
Lindner_Facebook_42,Facebook-Post,Laut der Steuerschätzung verlieren wir Dynamik. Die GroKo kann keine Kamelle mehr verteilen jetzt müssen Prioritäten gesetzt werden. Unsere: private Investitionsanreize und Massenkaufkraft statt Wirtschaftskrise. Schaffen wir steuerlich Luft zum Atmen! CL,0,laut steuerschätzung verlieren dynamik groko kamell verteilen priorität setzen privat investitionsanreiz massenkaufkraft wirtschaftskrise schaffen steuerlich luft atm cl,-1,-1
Fehr_Facebook_52,Facebook-Post,Einmal im Jahr ziehen unsere Jugendanwältinnen und Jugendanwälte Fazit: Die aktuellen Zahlen zeigen einen leichten Anstieg der Jugendkriminalität. Die Zahl der Gewaltdelikte liegt aber immer noch massiv unter dem Höhepunkt aus dem Jahr 2009. Und: Die meisten Beschuldigten sieht die Jugendanwaltschaft nach einem Delikt nie mehr. Das zeigt wie gut die Arbeit der Jugendanwaltschaft - eine Kombination aus Sanktionen und Hilfsangeboten - wirkt.,0,Jahr zeihen jugendanwältinnen jugendanwälen fazit aktuell zahl zeigen leicht anstieg jugendkriminalität zehlen gewaltdeliken liegen massiv höhepunkt Jahr meist beschuldigen sehen jugendanwaltschaft delikt nie zeigen arbeit jugendanwaltschaft kombination sanktionen hilfsangebieten wirken,-1,-1
Rendi-Wagner_Facebook_72,Facebook-Post,Der 9. Mai ist Europatag denn am 9. Mai 1950 wurde auf den Trümmern des Zweiten Weltkrieges der Grundstein für ein friedliches und demokratisches Europa gelegt. Heute 69 Jahre später sind viele Errungenschaften der Europäischen Union wie Meinungs- und Pressefreiheit Rechtsstaatlichkeit und Frauenrechte durch die nationalistische Politik der Spaltung wieder in Gefahr - doch diesen rechten Kräften wird sich die Sozialdemokratie entschlossen entgegenstellen. Wir kämpfen für ein Europa der Menschen denn Europa wird nur dann eine Zukunft haben wenn es Freiheit Sicherheit und soziale Gerechtigkeit garantiert. Wir stehen vor einer wahren Richtungsentscheidung zwischen einer Politik der Hetze und einer Politik der Hoffnung. Gemeinsam werden wir Europa wieder eine Zukunft geben.,0,mai europatagen mai trümmer zweit weltkrieg grundstein friedlich demokratisch europa legen heute jahren spät errungenschaft europäisch union meinungs pressefreiheit rechtsstaatlichkeit frauenrechen nationalistisch politik spaltung gefahr recht kräfen sozialdemokratie entschließen entgegenstellen kämpfen europa mensch europa zukunft freiheit sicherheit sozial rechtigkeien garantieren stehen wahr richtungsentscheidung politik hetz politik hoffnung gemeinsam europa zukunft geben,1,1
Rendi-Wagner_Facebook_1,Facebook-Post,Heute ist WeltnichtraucherInnentag: Die Jugend hat ein Recht auf eine gesunde Zukunft und wir haben die Pflicht dafür zu sorgen dass sie zu ihrem Recht kommen.,0,heute weltnichtraucherinnentagen jugend recht gesund zukunft pflicht dafür sorgen recht kommen,-1,0
Strache_Facebook_303,Facebook-Post,Mit der Mindestsicherung NEU wird die Zuwanderung in unser Sozialsystem gestoppt. Es kann doch nicht sein dass 62 Prozent der Mindestsicherungsbezieher die beim AMS gemeldet sind Migrationshintergrund haben. Dank dieser Bundesregierung wird sich das nun endlich ändern. Wir handeln eben im Sinne der sozialen Fairness und Gerechtigkeit!‘‡‡,0,mindestsicherung neu zuwanderung sozialsystem stoppen prozent mindestsicherungsbezieher melden migrationshintergrund dank bundesregierung endlich ändern handeln eben sinne sozial fairneß rechtigkeien,1,1
Strache_Facebook_12,Facebook-Post,–STERREICH BRAUCHT DICH! Tauschen wir heute die EU-Politiker aus bevor diese die europäischen Völker ausgetauscht haben. Aufstehen für unsere Heimat –sterreich und für ein Europa der Vaterländer - X - FP–! ’,0,sterreich brauchen tauschen heute eupolitiker europäisch völker ausgetauschen aufstehen heimeten sterreich europa vaterländ fp,1,1
Lindner_Facebook_115,Facebook-Post,Wir wollen die Innovationskraft der Marktwirtschaft in den Dienst der Umwelt stellen. Wenn wir dem CO2-Ausstoß einen Preis geben schafft das Anreize. Denn Verbraucher und Firmen werden versuchen CO2 zu vermeiden. In der EU gibt es das schon für die Energiewirtschaft. Wir brauchen es aber auch für den Verkehr die Landwirtschaft und Gebäude. Das wäre besser als die vielen Subventionen Quoten und Verbote die nicht zum Ziel geführt haben. Am besten machen wir das europäisch aber in Deutschland könnten wir Vorreiter sein. CL,0,innovationskraft marktwirtschaft dienst umwelt stellen coausstoß preis geben schaffen anreiz verbrauch firm versuchen co vermeiden eu geben schon energiewirtschaft brauchen verkehr landwirtschaft gebäuden subvention quieten verboen ziel führen europäisch deutschland vorreit cl,0,0
Lindner_Facebook_133,Facebook-Post,Jetzt LIVE: Ich stelle mich euren Fragen zum Thema Fridays for Future und Klimaschutz! CL,0,live stellen fragen thema fridays for futuern klimaschutz cl,0,0
Fehr_Facebook_80,Facebook-Post,Wie viel mehr politischer Fortschritt wäre möglich wenn die Grünliberale Partei erkennen würde dass nur eine soziale Schweiz auch eine offene liberale fortschrittliche Schweiz bleibt.,0,politisch fortschritt möglich grünliberal partei erkennen sozial schweiz offen liberal fortschrittlich schweiz bleiben,-1,-1
Maas_Facebook_16,Facebook-Post,Wer anderen die Würde abspricht weil sie anders aussehen anders sprechen oder anderswo geboren sind der ist ein Feind unserer Verfassung. Das Grundgesetz stellt auch eine zentrale Aufgabe von uns schon in der Präambel klar: dem Frieden in der Welt zu dienen. Auch der Weg dorthin ist klar: in einem vereinten Europa. Die Mütter und Väter des Grundgesetzes wussten: Nationale Alleingänge führen ins Verderben.,-1,absprichen aussehen sprechen anderswo gebären feind Verfassung grundgesetz stellen zentral aufgabe schon präambel klar fried welt dienen dorthin klar vereint europa mütter väter grundgesetz wissen nationale alleingänge führen verderben,0,0
Kurz_Facebook_47,Facebook-Post,Mir ist wichtig dass es endlich mehr Hausverstand in der EU gibt. Allein die Tatsache dass wir zwei Parlamentssitze haben und alle Abgeordneten jeden Monat zwischen Brüssel und Straßburg übersiedeln kostet Unsummen und ist ein Relikt aus der Vergangenheit. Das gehört abgestellt! Mehr zu meinen EU-Reformplänen im Interview.,0,wichtig endlich hausverstehen eu geben tatsach zwei parlamentssitze abgeordnen jed monat brüssel straßburg übersiedeln kosten unsummen relikt vergangenheit gehören abstellen eureformplänen interview,-1,0
Kurz_Facebook_8,Facebook-Post,Am Montag hat das Parlament das Wort am Ende entscheidet aber das Volk - nämlich bei der Wahl im September! Unser Land braucht verantwortungsvolles Handeln im Interesse des Ganzen und nicht Rachespiele auf Kosten der Republik.,0,montag parlament wort ende entscheiden volk nämlich wahl september land brauchen verantwortungsvoll handel interesse ganz rachespiel kosten republik,-1,-1
Kurz_Facebook_29,Facebook-Post,Sebastian Kurz,0,sebastian kurz,0,0
Lindner_Facebook_76,Facebook-Post,Wenn öffentliche Flächen in Berlin aus politischen Gründen nicht genutzt und Aufstockungen verweigert werden “ warum sollte man dann andererseits das Eigentumsgebot des Grundgesetzes aushebeln? fragt CL im Interview mit der B.Z.. Was meint ihr? TL,0,öffentlich flächen berlin politisch gründe genutzt aufstockung verweigern warum sollen andererseits eigentumsgebot grundgesetz aushebeln fragen cl interview bz tl,0,0
Maas_Facebook_54,Facebook-Post,Ich bin gestern Abend nach Afghanistan gereist um ein klares Zeichen zu setzen: Deutschland steht zu seiner Verantwortung die wir als zweitgrößter Geber und Truppensteller hier übernommen haben. Das ist gerade jetzt ein wichtiges und notwendiges Zeichen: Denn die richtungsweisenden Präsidentschaftswahlen in Afghanistan sind für Juli angesetzt. Und in die Bemühungen um einen Friedensprozess mit den Taliban ist Bewegung gekommen auch dank der Initiative der USA. Unser Ziel ist es den Menschen vor Ort zu versichern dass wir uns auch weiterhin für eine friedliche Konfliktlösung und die wirtschaftliche Entwicklung der Region einsetzen. Für uns ist aber auch klar: Ein Friedensprozess muss den Menschen in Afghanistan tatsächlich den Weg in eine sichere Zukunft eröffnen. Er darf keine Rückkehr in eine schmerzhafte Vergangenheit bedeuten. Was Afghanistan an Verbesserungen im Bereich der Menschenrechte und der Rechtsstaatlichkeit aber auch für die Lebensbedingungen vieler vor allem junger Frauen in den letzten Jahren erreicht hat gilt es zu bewahren. Dafür werden wir uns stark machen denn das ist auch Voraussetzung für unsere künftige Zusammenarbeit.,0,gestern abend afghanistan gereist klar zeich setzen deutschland stehen Verantwortung zweitgroß geber truppenstelle übernommen gerade wichtig notwendiges zeichen richtungsweisende präsidentschaftswahlen afghanistan juli angesetzt bemühung friedensprozeß taliban bewegung kommen dank initiativ usa ziel mensch ort versichern weiterhin friedlich konfliktlösung wirtschaftlich Entwicklung Region einsetzen klar friedensprozeß mensch afghanistan sicher zukunft eröffnen dürfen rückkehr schmerzhaft vergangenheit bedeuten afghanistan verbesserung bereich menschenrecht rechtsstaatlichkeit lebensbedingung frauen letzt jahren erreichen gelten bewahren dafür stark Voraussetzung künftige zusammenarbeit,1,1
Rendi-Wagner_Facebook_163,Facebook-Post,Es ist die Sache des Staates die Pflege zu finanzieren. Das Geld dafür ist da - verwenden wir es für die Menschen statt für die Senkung der Unternehmenssteuern.,0,sache staat pflege finanzieren geld dafür verwenden mensch senkung unternehmenssteuer,1,0
Strache_Facebook_48,Facebook-Post,Damit es am 27. Mai kein böses Erwachen gibt: Steh auf für –sterreich! ‡‡ ¡Am 26. Mai bei der EU-Wahl: FP– - jetzt erst recht!,0,mai bös erwachen geben steh sterreich mai euwahl fp erst recht,1,1
Strache_Facebook_5,Facebook-Post,Die Wahrheit kommt ans Licht!,0,wahrheit kommen licht,0,0
Rendi-Wagner_Facebook_142,Facebook-Post,Heute bin ich wieder auf Bundesländertour “ diesmal im sonnigen Oberösterreich. Die erste Station ist das Tageszentrum Lichtblick der Volkshilfe Oberösterreich in Steyr das auf Menschen mit Demenz spezialisiert ist. Hier konnte ich mich mit Nationalrat Markus Vogl und Stadtrat Michael Schodermayr davon überzeugen wie wichtig auch andere flexiblere Betreuungsformen “ abseits von stationär oder daheim - sein können. Aus den Erfahrungen von Steyr können wir viel mitnehmen denn der Erfolg des Tageszentrums Lichtblick hat positive Auswirkungen für die Betroffenen: Eine Entlastung für die pflegenden Angehörigen mit Beratung und Unterstützung einen positiven Einfluss auf den Krankheitsverlauf und eine Entlastung im stationären Bereich.,1,heute bundesländertour diesmal sonnig oberösterreich erst station tageszentrum lichtblick volkshilf oberösterreich steyr menschen demenz spezialisieren nationalreten markus vogl stadtreten michael schodermayr davon überzeugen wichtig flexiblere betreuungsform abseits stationär daheim erfahrung steyr mitnehmen erfolg tageszentrum lichtblick positiv auswirkung betroffen entlastung pflegenden angehörig Beratung Unterstützung positiven einfluß krankheitsverlauf entlastung stationär bereich,1,1
