id,text,anger,fear,sadness
75,I feel very worried and anxious seeing how high the death toll and the confirmed positive cases keep rising each day. Everything seems to dark and bleak right now. People are constantly dying and losing their loved ones. It seems like there's no hope out of this situation. All I can do is pray everyday that God has mercy on us all and turns His wrath away from us and helps us out of this situation. It makes me angry to see people disobeying the rules and advice set by the government and causing more damage to the country and putting a lot of strain on the NHS.,True,True,True
76,"I feel okay as I have distracted myself with work, however, I went on Facebook a few minutes ago which heightened my anxiety as it was filled with posts about Corona. After seeing coming off Facebook my anxiety is reduced and I become sad. I have found the best way for reducing my anxiety and sadness is staying off social media. I try to stay away as it upsets me and hearing about all the deaths and the difficult times people are going through can be hard for me because i know i can't do anything.",False,True,True
77,"I feel anger at the people who are not listening to what the government are saying , not listening to the lockdown rules,  Risking not there own but everyone’s else’s lives. The government should the exercise once a day rule as people are using it as an excuse to do what they please. It angers me knowing without everyone pulling together we may never get over this and we will lose even more life’s.
The nhs are risking there life’s everyday and to see so many selfish people not listening is upsetting and disgusting.",True,False,True
78,"Anxiety about what the future holds for society and the economy. Sadness for all the lives lost and fear of how many more there will be.

I feel stressed, worried, lonely and isolated. I also feel utter disgust at those flouting lockdown and purring lives at risk, as well as compromising the NHS and the work they do to keep us safe

I a concerned about the government not doing enough to force social distancing measures and that by not acting, or whether they have indeed already left it too late, that our death figures will continue to rise. I am thankful that the UK government has put financial measures in place to support people and jobs, however. 

",True,True,True
79,"I am terrified of my family being ill.  I feel total despair and cannot see the end of this situation.  I am so sad that I cannot travel as that is my passion.  I watch in horror as Trump spouts his insane ramblings putting peoples lives in danger.  The uk government is just as bad, they want the old and ill to die so they don't have to pay as much in benefits.  The true situation in hospitals is being kept from the public and key workers are being put at risk by not being given the correct protective equipment",True,True,True
80,"Feel worried and scared for the future. It's good that the numbers are going down, but don't understand how we can then go back to normal without it returning? Feel I need to do more to help as I have been furloughed so have the time but then I also lack in motivation with just doing things at home. But that is not new for me. I feel lucky that we have a garden to go in and feel bad for those confined to small spaces and those on their own. 
Fingers crossed the numbers continue to go down and we can overcome this.",False,True,False
81,"Since the corona situation, I've been feeling down and more lazier than usual. I'm worried because I have older parents and I'm concered that I will spread the virus to them if I get it. I'm sad because I am not able to be at college to do my work, I am not able to see my wonderful teachers and friends, it is my last year at college so I will probably never see them again. Only one good outcome of this is less people on the streets, it is almost empty. In London, streets would usually be overcrowded which is not good for anti social people like me, but now I can go wonder and get essential items without much people gathering.",False,True,True
82,"It is a very strange situation and the social isolation is starting to affect everyone. I am having difficulties adjusting to this new way of life and it makes me wishful and impatient. I am not feeling scared or very worried, although my heart goes out for the people affected.
I think it is more difficult for the elderly as they are not so used to using technology in their every day life. But young people are feeling it as well.
When you go for a walk, there is this new phenomenon called """"""""""""""""The corona virus greeting"""""""""""""""" - everybody steps away from each other and then smiles.
",False,False,False
83,"Terrified for my family and friends. Worried about the whole financial situation and how we will cope. Fearful for the future in general! Worries about how everyone will recover from the whole corona efforts as its so bloody scary. It has caused me so much anxiety and  worry  and fear and general panic. I hate thinking about corona and i am so fed up of seeing it all over the news, facebook, and all social media. It is complete scaremongering.  People need to stay home and they are utterly stupid when they dont.",True,True,False
84,"At this moment in time, I feel I am in a fairly good position compared to the majority of the UK, for which I am grateful. As I work in a psychiatric hospital and continue to go to work daily, not too much has changed in regards to my income, routine, interaction with others. However, I have seen the effects of Coronavirus within my hospital and via the news. Seeing the devastating effects it has had on others has left me feeling very sad and wishing I could do more. I’m not anxious, or fearful per se, as I am confident we will be able to overcome this and gradually return to normal. It’s been really lovely to see the nation come together in such a difficult time and there is a real sense of community.",False,False,True
85,"I feel anger because I am a key worker and I have to be at work every day risking my health. Then people who should stay at home are outside having good time. Running every day, on bikes with families and every day I see them shopping (example they came just for one banana every day-idiots). It is to hard for them to stay at home and they have paid for that- extra holiday.  if I have a chance to stay at home I would stay. For me them people should pay for that behaviour.  If people are not gonna listen every advise by nhs it will be long time it will finish. Only thing I am asking is STAY HOME",True,False,False
86,"I feel sad with regards to some news (colleague's death, mental health issues of peers and others); but I also feel very lucky as I can work from home - and not everyone has this opportunity. At the same time I feel a little tired of feeling lucky this way...
I also had some good news with respect to my job, so I feel a little guilty relatively to the others. I also feel powerless to help, as I do not have any relevant skills & thus I'm not useful right now. This is a silly feeling, as it doesn't help anyone; at the same time it's not actually strong enough to prompt me to do more than just a few donations and gift vouchers. 
I also feel rather sad about my friends, who are in a worse position. I feel entirely blessed with my partner - but again, I'm lucky & not everyone is. 
So, overall, it's a mix of feeling sad & damn lucky - and sad that one needs to feel lucky that way.",False,False,True
87,I feel very afraid and frustrated with how some aren’t taking it seriously. A colleague has died from this and it all changes when it’s someone you know. Also when you are not an essential worker or a key worker and told that but are made to go into work travelling on tube it’s very stressful. I feel like my brain can’t comprehend what is happening around me. I worry for my family and friends. I Struggle with anxiety anyway and this is just crazy. Thankfully I can sleep but I find every day exhausting. I feel very very scared and worried.,True,True,False
88,At the moment i am a bit worried for my family and friends. I feel a bit sorry for my children who have had their normal freedom and routine messed about. I also feel very hopeful that as long as we all do our part then we can get through this till a time a vaccine can be made to protect or find a drug to help heal the worse affected people. I feel across the world a lot of countries are started to turn the tide on this virus which does make me hopeful we can do the basics to get this under control. I do also feel very lucky to live in a country with.a good health system as well which can open a new hospital in 9 days and have all the bits we need to try and help save people.,False,True,False
89,"I'm angry because we are being lied to there is no Covid-19.  5G is dangerous ask Lloyds of London they won't insure 5G. This is a globalist conspiracy against the people of the world. 
Vitamin C will cure most if not all of the so called Corona virus cases go to www.doctoryourself.com and read about vitamin C intravenous, intramuscular and oral applications. Read the dosage information it works I stopped bleeding from my bladder in around four hours using Vitamin C when antibiotics take 36-42 hours to do the same thing. Vitamin C would help the underlying ailments of Corona virus cases.  I'm sick of being lied to by the politicians, corrupt scientists like Neil Ferguson looking for funding etc - who should be jailed - big pharma, idiot economists, the bank of England, the Federal Reserve, the list goes on. There is no pandemic just a massive lie.  The BBC shows coffins/body bags but not the contents and no proof of cause of death.  There are many ailments that cause our cells to excrete exosomes that cause us to feel unwell as our bodies remove them. No virus jumped from a bat to a human. Wahun was blanketed in 5G antenna. Go and read Arthur Firstenberg's book the 'Invisible Rainbow' about the effects of increases in electrical radiation on the cells of the human body - it takes six months for the damage to manifest itself and for people to become sick - it's not a virus!",True,False,False
90,"I am angry that others are not listening to the government’s advise as they are going outside still and meeting in large groups. I feel slightly anxious that me/my family will get the virus as we still have to go outside to get essential things but that exposes us to the possibility of catching it. I’m stressed also because even though I am at home I am getting a lot more uni work than usual to do, which still has to be handed in by the same deadline. When I don’t have any work to do I am relaxed and happier because I get to spend time interacting my family and FaceTiming family not with me so I still get to keep in touch with them.",True,True,False
91,"Extremely anxious and worried. 
All the news and media reports are constantly how bad it is and how much worse it’s getting. They never report fairly and just try to sensationalise things.  I constantly feel in a state of panic. I normally suffer from health anxiety so for me a global pandemic is the worst possible thing that could be happening
I am extremely worried about catching it, and worried how we will get out of the lockdown. The government aren’t being strict enough - flights are landing into the uk with no checks and people are gathering in parks. I feel anger towards these people, and also towards the Chinese as they are responsible",True,True,False
92,Sadness in general for the effect that it has on the country and it’s more vulnerable population who are suffering the most and dying as well as frustration for those not adiding by the rules and regulations set out but pride for all the key essential workers who are working tirelessly to look after everyone effected in the most desperate conditions - fearful for where the country will be once this has passed and the long lasting effect it will have on our future generations and anxious for our more vulnerable loved ones who we are having to distance ourselves from and missing out on key moments with family and friends,True,True,True
93,To be honest i am a little bit worried about the whole situation as i have 2 young kids who I worry about daily don’t want none of this to affect them. Makes me question the world I brought them into. I also worry for my family and loved ones and wondering if they are ok and following the precautions. But i am staying in doors and communicating with family and friends and checking up on everyone that I know via social media. I am a very care free person in general and try not to make things bother me so I’m trying to not let it get to me and just follow what MR JOHNSON has has stated regarding lock down procedures.,False,True,False
94,"I don't feel as scared as I did a couple of weeks ago. I don't think it will be as bad as predicted in the UK, and I think the daily deaths will peak very soon, if they haven't already. I feel sad and worried about Boris Johnson being admitted to hospital. I feel a bit fed up and frustrated about lockdown. I'm worried that we'll soon be told we can't go out to exercise, as that's the thing making me feel normal at the moment. I'm still slightly worried and anxious about the health of my family members (if they were to catch the virus), although I'm less worried that they'll catch it than I was a week or two ago. I'm sad I probably won't be able to go on holiday this year.",True,True,True
95,"I'm resigned to living like this for the foreseeable future and just hoping that everyone I know survives. The number of deaths has gone over 5,000 in the UK today which is horrible for all those whose family and friends have died; I wonder what the aftereffects of all this suffering will be and whether anything is ever going to be the same again. I've been round to my neighbours checking that they are all alright today and so far so good but I just wonder how long it will be before one of them becomes unwell. I'm impatient with being cooped up at times but then I think, what if, and just put up with it.",False,False,True
96,"I feel the correct measures have been taken to prevent the spread of Corona however I'm very, very bored with being stuck inside all day every day. I have coursework to do but I don't have the motivation or desire to do it, my course is practical and online learning isn't effective because I learn more in a classroom environment. I go for a walk every so often but I don't like walking. 
I spend most of the day watching Netflix and going on the Xbox but I eventually get bored and watch Youtube on my laptop and sometimes I just go back to bed and wake up a midnight and binge watch Netflix again till 4 in the morning and go back to sleep to wake up again at 1 pm, just to do the process all over again.
Each day is the same but if It prevents the situation from getting worse then I'm at peace with staying inside.",False,False,False
97,"Mostly feeling fed up.  Not being able to go to work and not sure if there will be work after it. 
My partner was showing all signs of the virus so we self-isolated before being told. I never had any symptoms at all. So now, we're thinking did she have it or not. Testing shouldn't be so hard to sort out.
I do think now the knock-on effect will be that funding for research might be pushed to the forefront now its affected the rich and the trade in wildlife be frowned upon.  Feeling ill not being able to go out for exercise.",True,False,False
98,"As someone who works for the NHS and lives alone in a town where I know very few people I'm scared. My Mother lives 80 miles away and at the age of 87 could be terribly affected by this disease should she catch it. I worry her social situation, she also lives alone, will contribute to a decline in cognitive function. although living in an urban environment outside of Birmingham she has few people who can shop for her and she has no method of communication where she can in interact with anyone visually eg facetime.",False,True,False
99,"It is a very worrying time, as there are many shortages in shops and it’s becoming increasingly difficult to get essential items. It’s also very concerning how rapidly the number of cases and number of people dying from coronavirus each day is increasing, despite being under lockdown. I hope that tougher measures can help to get the situation under control, in order to help protect those most vulnerable. It is also worrying that frontline workers have not got the essential equipment needed to look after those suffering, as they are risking themselves to help save lives, which I hope can be improved soon.",False,True,False
100,I am vunerable been told i have to stay home for 12 weeks i already suffer anxiety and panick attacks so im very afraid also brought on with continues cleaning continues washing my hands now an obsession. Although i will do all that is asked of me stay home etc im worried for my family friends and am crying most days . I am also very angry that i cant order the shopping i need i dont want family to go out incase they get sick and finally got order and there was no essentials left. IT SEEMS THAT NOTHING IS GETTING DONE BY THE GOVERMENT AND IM VERY WORRIED THAT THEY HAVE JUST LEFT US ALL TO IT NO DIRECTION AT ALL PLUS THEY LEFT EVERYTHING TO LATE,True,True,True
101,I am very worried for my daughter my family and my friends. I'm worried about running out of food because I haven't been stockpiling. The shops are scary and frightening so I am running low on lots of basic food. I miss working. I'm worried about running out of money and losing my house. I'm also worried about when this is going to end if it's going to keep on for ages. I dread seeing the death toll every day incase its higher than yesterday. The death toll shows people as statistics instead of the people they were. Its dehumanising.,False,True,False
102,"I’m frustrated and sad that we’re locked down and can’t see family and partners. I’m tired of working from home and stressed out at my job as a social worker because I feel I can’t do my job properly. 
I’m constantly worried about my family, especially my elderly grandparents. I’m annoyed my holidays have been cancelled. 
I’m furious at whoever started this pandemic and I’m confused as to how it started. 
I’ve got constant headaches and nausea over this situation and frustrated that some world leaders are not doing enough to protect people. I’m absolutely furious at the idiots that are still going out like there isn’t a lock down because they are stupid and selfish!",True,True,True
103,"Watching the tv and seeing pictures of people on ventilators in hospital etc is very worrying and people die without their family around them its so sad :-(

i'm already a germ freak so this virus is making me ten times worse as I feel everything that comes into the house is contaminated so I'm having to spray everything with anti bacterial spray

i certainly don't want to die like that and then to some health care workers who live on my street flouting the rules is a disgrace

I am also angry at some of my neighbours who don't seem to be taking this seriously and are still having visitors",True,True,True
104,"I feel that we are in a very delicate situation right now. The pandemic is really hitting hard in most parts of the world. I fear for my family, where some of my relatives don't have a choice but to continue working. They are at high risk of contracting the virus. This makes me feel fearful half of the time. 

Personally, with the UK going in lockdown, it is the correct decision, but I do feel a little trapped and lonely right now. I feel that I can't escape my home and I hope this changes soon.

Moreover, we're financially unstable as I'm not currently working and haven't been on furlough (up until today).",False,True,True
105,"I am concerned for the ill and especially the vulnerable who may suffer in the future. I am also sad about the poor government preperation and response to the pandemic - I believe that its effects in the UK would be less had preventative actions been taken.

I also think the media response has been somewhat mixed. While it is indeed sad that the Prime Minister is in hospital suffering with the corona virus, he and his government have consistently damaged the NHS's ability to act correctly and his own lacklustre leadership has only cemented this. His """"""""""""""""herd immunity"""""""""""""""" strategy all of a sudden doesn't seem so smart when he and his ministers realise their wealth and power doesn't put them above the rest of the herd, does it?",True,True,True
106,"I feel frustrated as cannot see loved ones who are not in my household. I am worried about my family and friends contracting the virus and becoming seriously I'll from it. I regularly have nightmare about feeling chlostraphobic and loved ones dying which doesnt help. I feel like I need exercise to get me through this, especially with working from home. It is also hard when others around me are all off work being furloughed, but I still need to do my work. I feel like I am becoming obsessed with watching the news. Uneasy, unknown, agitated. Wondering when this will all end
",True,True,False
107,"Sad. I feel so sad about the loss of life right around the world. I'm sad about the folk who flout the rules and put others lives at risk - are they selfish, ignorant or what? I'm sad that the people of the US have such a t**t as a president and will see a big death toll.  But mostly, I'm sad for the over-worked, stressed NHS workers who work so selflessly and who are so under-resourced. Yesterday it was anger at all these things - especially the idiots who won't do as they're told. But today it's sadness. 
",True,False,True
108,"It now seems to be very real. At the start I thought it would come to nothing ! I am just in a state of shock. It is almost as though I am living in a film. I'm not scared for myself healthwise but the country as a whole. This will have a massive impact on our lives for the foreseeable future. I am deeply concerned about the economy and how it will recover. I cant see how they can lift any of the restrictions without a serious amount of people becoming infected. This will undoubtedly be one of the biggest incidents that has happened in this country in the last 100 years. My main concern is I may lose someone close to me. At the minute there is no one in my family with any worrying symptoms.
",False,True,False
109,"I feel tired, tired of life, tired of wondering if I will die, angry at the Chinese for this, angry that they only admitted a problem because they had too, angry that they eat rubbish because their government doesn't care, angry that once this is over they will still do the same, angry that life will never ever be the same. Angry that I'm off work, no money, no idea if I'll have a job at the end of all this, angry at idiots who try to exploit the system, people who selfishly hog all the food. Why has my life expectancy be shortened massively over China, why as an island are we not safe, why do we let these people in to ruin our very existence.",True,False,True
110,"I am very nervous about the current situation as I am missing my family and do not know when I will see them again.

I wish there was an end to this in sight so my life can return to normal. 

I feel very upset for all those who have died already and do worry that it will effect someone I know in horrible ways.

I feel a bit stressed about how I am going to pay bills because I am self employed and my working tax credits have been stopped because I made a claim for universal credit thinking it would help.",False,True,True
111,"At this very moment I am nervous about this coronavirus and it's effects on myself and my family but I am also hopefully that in time a cure or vaccine will be found and we will be able to return to our normal lives, despite feeling that nothing is ever going to be the same after.
I fear what would happen to my children if I caught the virus or if my partner caught it again, I am fearful that they will be left alone and that terrifies me but for them I have to remain cheerful and optimistic and not to crumble under the worry and anxiety as they don't understand.",False,True,False
112,"I'm terrified. I constantly worry about catching the virus and dying..
I'm not allowed out of the house at all as I am in the most vulnerable group so am feeling very depressed and tearful.
I think it has all been dealt with badly by the government. They should be arresting people who are going out for no real reason these selfish people are killing others with their stupidity.
The sooner people realise how dangerous this virus it's the better, sadly some people just don't care and think the rules don't apply to them.",True,True,True
113,"Really scare situation. I am worried about my family my loved ones. I feel what if something goes wrong. I really want to do something to help everyone  in this situation. I don't want anyone to die anymore. Really want to see the change as quick as possible. I Hope the government helps the poor people, to get their jobs back and everything goes normal again. There are certain group of people not talking this serious and roaming around and spreading and passing  the virus to everyone . This people should be punished and not given any medical treatment if they get the infection. They not worried about their loved ones or care about them then why should they be given any treatment. This is fun time for them they don't care about our NHS and all the worker who is working hard to get back to normal but because of this few people everyone will suffer. God bless our country.",True,True,False
114,"the first week I struggled adjusting to 'the new normal' and was very bored and irritable but now I feel I have adjusted well and feel normal most days, still bored a lot though. I do find the days go quick and im not as worried as I thought id be about the whole Corona situation. I'm slightly worried about my wage being different every month for the foreseeable future though. I just hope this virus goes as quickly if not quicker than it took to arrive in the first place.

There is an eerie feeling when you go out for your daily allowed exercise; i.e. there are very few cars and people about and everywhere is closed makes every day feel like a Christmas Day sort of feel, or that funny week inbetween Christmas and New Year where you're not certain of what day it is.",False,True,False
115,"Very worried, I work at hospital and worried about bringing it home to my husband and children. I frightened of what I may see on the wards as it’s so unknown to me. I am so worried about who I may lose in all this and already know friends family members who have passed away. I’m annoyed at people not social distancing out in public and their ignorance to this extremely contagious virus. I can’t believe people are still socially engaged and mixing in public. I feel they need to make stricter rules so we protect our wonderful NHS 





",True,True,False
116,"I'm upset about the situation but not afraid, I am just depressed in general and am finding the situation intolerable. I am sick of people complaining and not following the rules. I have no other feelings either way about this and anything else I am writing is merely to fill the required characters to allow me to move on to the next part of the questions, which I am finding hard to Do. I do not have these many feelings and have fully explained my self and am finding I am getting annoyed because this just keeps making me write more than I care to.",True,False,True
117,"I feel very scared that I get it, I am scared to go out for essentials and I worry about my family. This is such a disaster for everybody and will change our lives forever. I have previously had breast cancer so I am worried about my immune system been weaker. I feel so sad for all the lives that have been lost already and dread to even think about what the next few weeks will bring us. Lessons need to be learnt from this, and we need to be prepared if anything like this ever happens again. I just want my life to go back to normal and do normal things like before, things that we take for granted.",False,True,True
118,I feel very insecure and worried about the health of my close family and friends as well as struggling with my own health anxiety. I feel the Government have let us down by not acting quick enough and this both saddens and angers me. I feel desperately anxious for the front line workers putting themselves at risk alongside immense anger with the selfish people in society who are not observing Government guidelines. I feel extremely insecure about what will happen in the future and the aftermath of the situation on many different levels is extremely worrying.,True,True,True
119,"I'm self-employed, in the Arts & Entertainment industry, so all of my upcoming work has been cancelled, which obviously adds to the difficulty in the current circumstances. My concerns about money and survival contribute to my overall mood.
As far as the virus itself, I'm hopeful. I believe I may have had it and recovered, and I believe what is currently being done is having an impact. I'm also interested to see that the situation is prompting some countries to try new ideas, such as Universal Basic Income. I'm worried that some vulnerable members of my family may fall ill.",False,True,False
120,"I feel like the fear and paranoia is increasing week by week. I go through phases of feeling quite relaxed and enjoying the peace, to feeling very anxious and on edge about the situation, as more news comes through every day of the reality, it keeps jolting us back to being terrified. Any normal day activity outside the house like getting medicine from the pharmacy leaves you incredibly paranoid. People are being very kind though and it seems to have united the nation. I worry more about my family members than i do myself. I think a lot of the anxiety is about not knowing when the situation is going to end, rather than the isolation itself.",False,True,False
121,"I'm genuinely petrified about what the Coronavirus means for me and my family. I'm scared of catching it, but there's also a small part of me that's scared of NOT catching it - I know that if I don't catch it, this crippling fear will continue to live with me until I do. I'm also ashamed that some of my family seem to think the rules don't apply to them, because they're putting themselves, and me, at risk. I'm concerned by how long the lockdown will last for - I understand it's essential and personally have no issues with it, but I think the longer it lasts the less others will comply with it.",False,True,False
122,"Recent events have showed that no one is immune from this virus, it can affect anyone from the elderly to the very young.As you can not detect it, it is an invisible enemy, which I struggle to cope with.
The Queens address was a boost, but then we got the news that the PM was in hospital. This is not good, it is a living nightmare that we are all living. It will end , but when, it is difficult tp predict. It will be a long time before life returns to normality. At the moment, I am leading a very quiet life , only going out when necessary, unable to see my friends or family.",False,True,False
123,"I feel very angry that some people are not following the rules, they are visiting neighbours etc and bragging about it on facebook and I am disgusted by their selfishness. I am missing people during the lockdown and am being sensible and responsible by staying inside and not seeing anyone, but others who are not being sensible are making it last longer and making it worse for everyone and I think they are incredibly selfish and it makes me very angry. I feel sad that I cannot see people and very anxious and depressed.",True,True,True
124,I am worried about what is going to happen. I am worried about getting ill and leaving my children behind. I am worried about catching it from work. I miss my family dreadfully and my close friends. I am worried about the impact on my job and career. I am worried about not being able to buy food in a few weeks and my child missing out at school. I hope the country comes out with this and can build itself back up. I am scared that the prime minister is not going to survive since being moved to intensive care,False,True,False
125,"It still feels unbelievable that this is happening. I can see it from the news and social media that people are dying, nurses and doctors pushed to their limits, emergency services trying to do their best..
I am worried about my family and our livelihood. I do believe the government is trying its best, although did not expect it to be honest. 
My heart goes out to the people who can't attend their loved ones funeral, doesn't have enough money to pay rent/bills/put food on the table or doesn't have anything at all.",False,True,False
126,"I'm sad about the deaths, but I'm trying to be practical about getting on with life. I'm getting very frustrated with people moaning about all of their new found free time whilst I'm trying to keep working and keep my colleagues safe. I'm worried for my older friends and family and what this all means for them. I'm hopeful that humanity will make it through this and be stronger for it at the other side. 

I'm now struggling to find 500 words! 

I'm trying to make the most of the time at home to read and to bake and enjoy the simpler things.",True,True,True
127,"I feel very scared of how everything has turned out with the world regarding corona virus (covid-19) and I am worried incase family members catch It, especially those who have underlying health issues. I'm worried incase things don't go back to normal, I'm scared incase the world goes into lockdown for months or even years. I'm shocked at the number of deaths in the UK and then again around the whole world. Although I am happy that I am at my family home and I am able to quarantine with them instead of being all alone 60 miles away from my parents and siblings",False,True,False
128,"I feel sad about the people who are ill and have died. The situation doesn't seem to be improving. all the people out of work. The world is going to be in a right state when everything gets back to normal. Airlines, Travel companies, pubs and shops will all go out of business.  I am sick of lock down. it is boring nothing open nowhere to go. The weather is nice now and all you can do is sit in the garden .I hope the situation improves soon or everyone is going to go crazy. It is hard to keep busy and I hate sitting around doing nothing, Watching TV. The days just drag.",True,False,True
129,"Apprehensive about the future in every way, eg. Work, economy, 
Cost of living and wellbeing. Fear about the situation and great anxiety, which i have felt for sometime now. By this I mean about what is happening in relation to this situation and how it is being handled. My main worry is not being able to access health care as we normally know it, if needed. The risk of going outdoors even to shop for essentials is a concern, but necessary as it is difficult to find available slots with supermarkets.  some people are not taking it seriously and people with symptoms are even carrying on as usual. This is sadly putting the eternal public at risk.  Not knowing when things will begin to improve and get better, will it be weeks or months. This is completely the unknown and very frightening.",False,True,False
130,"I am very frightened, the news has just come on that the prime minister has just gone to intensive care and suddenly I feel very vulnerable.  I want to pray, I hardly ever pray and I feel so helpless.  I have no idea how this will end.  I feel that the planet is saying “I need a rest from you and I’m punishing you like you punish me”. I want to cry, I can’t sleep and I am so very, very anxious. I am frightened for my grown up children who do not live near me, I miss them and hope against all hope that they stay safe.  One is a key worker, I just want them home with me.",False,True,True
131,"At this moment in time I feel extremely worried and angry about the Covid-19 pandemic. Plans I had made for the future have all gone and unlikely to occur again. Holidays cancelled, birthdays affected. I am very worried about the health and wellbeing of my family and friends who are all compromised due to underlying health conditions. People are not following the rules of social distancing and believing it's just the flu. Needlesly risking other people's lifes due to their own ignorance and stupidity. It has been difficult trying to get time off work in order to self isolate so as to protect my family. I'm lucky I work in a sector that can continue to provide a service during this time (therefore my job is safe) but they are making life difficult by not providing us with proper protection from Covid-19 other than wash your hands and here's some antibacterial wipes.
The economy is going to tank again just as I was starting to gain my feet from the last financial crisis in 2008 which hit a few months after I finished high school. Stronger sanctions should have been in place weeks before the where to try and minimise the disruption to the world. All travel from hotspots banned, people quarantined for 14 days, large gatherings cancelled sooner. Hopefully lessons will be learnt for next time. The only glimmer of light is that people are helping others in need. I hope this can continue long after this is over.",True,True,False
132,"I am very tense about the corona situation. I am worried for my loved ones and my friends, I don’t want anything and to happen to them. I am scared to leave the house and when I absolutely have to I do it as quickly as possible. I want life to go back to normal. I don’t want to be scared of contact with people. I want to be free to go where I want. I’m scared that I will become infected and infect my family. I don’t believe people are taking this seriously and that the police need to do more to protect us. This lockdown is scary but needed.",False,True,False
133,"i feel apprehensive, anxious, nervous and worried about the current situation. Not for myself but for the older members of my family who may succumb to the virus. Also for my partner who at the moment is working with vulnerable people, she is taking all precautions but nothing is 100% in this world. My heart also goes out to those people working within the NhS AT THIS MOMENT IN TIME. The country is pulling together but there are still people who still do not understand how serious the situation is.",False,True,False
134,I am concerned for older members of my family as they could be seriously ill if they were to catch this. I’m also feeling sad about not being able to see family & friends and not being able to go out apart from my one walk a day. I feel positive that we will get through this but find I have good days and bad days. Now that the prime minister is very unwell with Coronavirus this has made me more anxious as it almost has made it more real. I’m thankful that I have my husband and two children living me so that I’m not alone each day. I am also thankful that my family have been unaffected by this virus so far. I also appreciate my freedoms and loved ones more than I did before this situation.,False,True,True
135,I feel extremely sad being away from friends and family. Sad for others who are suffering and sad for all the people who have lost their lives or loved ones. I am nervous about what the future holds for everyone and worried about whether we will return to normal. Scared whether this will ever stop and how we will cope. Worried for all concerned. It is a stressful time for all but I also feel annoyed at those who are not sticking to the rules. I’m staying indoors and everyone else should too.  I have been quite emotional about the whole situation in recent days and I fear that it is going to get worse over the coming weeks,True,True,True
136,"I feel very fearful about the Coronovirus situation. I'm worried for myself and my partner and our families if we get sick. Within our family there are family members with MS and COPD who we are even more worried about. I am sad that I can't see my family for goodness knows how long, but this is for the best as I wouldn't want to risk giving them anything. I'm worried about work and money, I'm on zero hours agency and my partner maybe being furloughed soon and we are already struggling. I'm angry about the people who aren't listening to the stay in rules and who are just going about things as normal and not caring and seeing friends and family. I think that the country should be put on full lockdown, with no outdoor exercise and strictly only allowed out once a week for food and medicine and that's it. The sooner we lockdown fully and stop these people going out and ignoring the rules, the sooner this virus stops and the sooner life can get back to normal. But the government needs to be firmer with these people not listening or caring.",True,True,True
137,"EXTREMELY AGITATED. WORRIED TO POINT OF NOT SLEEPING PROPERLY.  CANT GO OUT AS PEOPLE ARE MOANING ABOUT IT.  FED UP TO THE BACK TEETH.  CANNOT GO ON LIKE THIS FOR SURE. WHAT CAN YOU DO, ABSOLUTELY NOTHING.  REALLY ALL THESE THEORIES GOING THROUGH MY MIND, THIS VIRUS STARTED IN WUHAN LABS BY THE CHINESE, YEAH ITS VERY POSSIBLE DUE TO CURRENT RESTRAINT PUT ON CHINESE PEOPLE BY THEIR SO CALLED LEADERS.  HAD TO TRY AND PUT A FACE ON IT, TO EASE CONSCIOUS SO CAN SLEEP AT NIGHT.....NOT.
TO BE HONEST, THE WHOLE COUNTRY IS FED UP WITH IT.  THINK BORIS JOHNSON HASNT DONE TO WELL AS HE IS NOW IN INTENSIVE CARE AT ST. THOMAS;S HOSPITAL.",True,True,False
138,I feel anxious constantly but it’s in the background. Today has felt better because I’m not at work so it’s not been at the forefront of my mind. If I think about it I can’t quite get my head around it all. I feel scared that it’s going to get or that someone I know could get it. Initially I wasn’t too worried but now people are dying and it scares me to think someone I know could actually die from this. It’s just so surreal and unbelievable. I work in a hospital so I hear about the realities of the situation. This doesn’t help my anxiety but at the same time I want more information,False,True,False
139,I am angry because the United Kingdom government has not closed non-essential construction sites. My neighbour is having a house renovation and have not been asked to stop construction despite the noise on my mental health and the increased risk of Coronavirus through its spread from builder to builder. The government needs to close down non essential construction sites otherwise there will be more deaths and unnecessary lives will be loss. I am also scared for the mental and physical health of my already ill and disabled family due to the Coronavirus situation.,True,True,False
140,"There is a slight touch of anger in terms of the carelessness that gave the virus the opportunity to reach humans in the first place and then the cover up by the Chinese government but there is an overwhelming feeling of sadness for all the devastation it is causing in terms of lives lost and financial impact to individuals.

Furthermore, there is a bit of anxiety and fear in terms of how it will impact me and my family as my wife is a frontline doctor. Personally, I am working from home so it has been a bit of a break for me from my hectic schedule and a chance to recuperate but also missing on certain things that were taken for granted previously.",True,True,True
141,"I am not particularly scared because I am young and are more likely to recover from it and i know the procedure to stop the spread of the virus and know that I am not putting myself at risk. The most anxiety comes from spreading to other people who are not as healthy as I am, which is a horrible feeling. To see how many people have died from the virus has made me feel afraid for the families who have to watch loved ones die without being able to say goodbyes fully and have to see them die without being comforted in their transition.",False,True,False
142,"Feel that the threat is still coming. Feel very lonely because I live alone. Feeling I’ve eaten too much chocolate because I’m just a bit fed up and all Easter eggs on offer at the moment!
I’m more concerned for the older people I know such as my parents and someone I’m keeping an eye on in assisted-living. 
Do you feel I need to keep reminding myself how lucky I am. I live in a nice area with easy access to open spaces and I have supermarkets in walking distance. Most of the world doesn’t have this luxury.",False,True,True
